Monkey,Date,Amp2,Width2,Freq2,Dur2,Active Channels,Return Channels,Dimension,Fixed Magnitude,n Levels
U,2017-06-06,400.0,250.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-07,400.0,100.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-07,400.0,100.0,50.0,500.0,15,128,Width,0.0,8.0
U,2017-06-07,400.0,150.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-07,400.0,200.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-07,400.0,250.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-08,400.0,100.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-08,400.0,150.0,50.0,500.0,15,16,Width,0.0,7.0
U,2017-06-08,600.0,150.0,50.0,500.0,15,16,Both,,9.0
U,2017-06-08,600.0,200.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-08,600.0,250.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-09,400.0,100.0,50.0,500.0,15,16,,,1.0
U,2017-06-09,400.0,100.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-09,400.0,150.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-09,400.0,200.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-09,400.0,250.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-13,400.0,100.0,50.0,500.0,15,16,,,1.0
U,2017-06-13,400.0,100.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-13,400.0,150.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-13,400.0,200.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-13,400.0,250.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-14,0.0,200.0,50.0,500.0,15,0,,,1.0
U,2017-06-14,0.0,200.0,50.0,500.0,15,32,Amp,0.0,16.0
U,2017-06-14,0.0,200.0,50.0,500.0,15,64,Amp,0.0,8.0
U,2017-06-15,0.0,100.0,50.0,500.0,15,16,,,1.0
U,2017-06-15,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-15,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-15,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-15,600.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-16,0.0,0.0,0.0,0.0,15,128,,,1.0
U,2017-06-16,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-16,0.0,100.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-06-16,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-16,200.0,100.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-06-16,400.0,100.0,50.0,500.0,15,64,Width,0.0,2.0
U,2017-06-16,400.0,100.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-06-19,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-19,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-19,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-20,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-20,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-20,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-21,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-21,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-21,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-22,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-22,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-22,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-23,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-23,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-23,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-26,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-26,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-26,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-27,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-27,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-27,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-28,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-28,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-28,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-29,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-29,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-29,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-30,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-30,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-30,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-03,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-03,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-03,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-03,600.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-04,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-04,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-04,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-05,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-05,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-05,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-05,600.0,100.0,50.0,500.0,15,32,Amp,0.0,3.0
U,2017-07-06,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-06,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-06,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-06,600.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-11,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-11,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-11,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-12,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-12,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-12,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-13,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-13,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-13,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-17,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-17,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-17,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-18,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-18,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-18,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-18,600.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-19,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-19,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-19,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-19,600.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-20,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-20,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-20,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-01,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-01,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-01,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-02,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-02,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-02,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-03,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-03,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-03,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-03,600.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-04,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-04,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-04,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-04,600.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-07,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-07,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-07,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-08,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-08,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-08,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-08,600.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-09,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-09,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-09,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-10,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-10,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-10,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-11,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-11,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-11,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-11,600.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-14,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-14,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-14,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-08-15,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-15,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-15,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-08-15,600.0,100.0,50.0,500.0,15,32,Amp,0.0,2.0
U,2018-02-23,0.0,200.0,50.0,200.0,112,128,Amp,0.0,14.0
U,2018-02-23,1.0,1.0,0.0,0.0,112,128,,,1.0
U,2018-02-26,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-02-26,1000.0,200.0,50.0,200.0,112,128,Amp,0.0,9.0
U,2018-02-26,1200.0,200.0,50.0,200.0,112,128,Amp,0.0,16.0
U,2018-02-27,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-02-27,700.0,200.0,50.0,200.0,112,128,Amp,0.0,10.0
U,2018-02-27,1200.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-02-27,1600.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-02-28,500.0,200.0,50.0,200.0,112,128,Amp,0.0,9.0
U,2018-02-28,1500.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-02-28,2000.0,200.0,50.0,200.0,112,128,Amp,0.0,9.0
U,2018-02-28,2400.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-02-28,2500.0,200.0,50.0,200.0,112,128,Amp,0.0,10.0
U,2018-03-01,0.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-03-01,1.0,1.0,0.0,0.0,15,128,,,1.0
U,2018-03-01,500.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-03-01,1000.0,200.0,50.0,200.0,15,128,Amp,0.0,16.0
U,2018-03-02,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-02,400.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-02,500.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-02,600.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-02,1500.0,200.0,50.0,200.0,112,128,Amp,0.0,9.0
U,2018-03-05,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-05,400.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-05,700.0,200.0,50.0,200.0,112,128,Amp,0.0,10.0
U,2018-03-06,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-06,320.0,200.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-06,400.0,200.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-06,500.0,200.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-07,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-07,500.0,200.0,50.0,200.0,112,128,Amp,0.0,9.0
U,2018-03-07,1000.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-08,0.0,200.0,50.0,200.0,112,128,Amp,0.0,14.0
U,2018-03-09,0.0,200.0,50.0,200.0,112,128,Amp,0.0,14.0
U,2018-03-09,1.0,1.0,0.0,0.0,112,128,,,1.0
U,2018-03-12,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-12,500.0,200.0,50.0,200.0,112,128,Amp,0.0,10.0
U,2018-03-12,1000.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-13,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-13,1.0,1.0,0.0,0.0,112,128,,,1.0
U,2018-03-13,400.0,200.0,50.0,200.0,112,128,Amp,0.0,9.0
U,2018-03-14,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-14,400.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-14,700.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-14,1300.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-15,0.0,200.0,50.0,200.0,112,128,Amp,0.0,9.0
U,2018-03-15,1300.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-15,1600.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-16,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-16,400.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-16,700.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-19,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-19,400.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-19,600.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-20,0.0,200.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-20,400.0,100.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-20,400.0,200.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-21,0.0,200.0,50.0,200.0,112,128,Both,,18.0
U,2018-03-21,300.0,200.0,50.0,200.0,15,128,Width,0.0,9.0
U,2018-03-21,300.0,200.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-22,400.0,100.0,50.0,200.0,15,128,Width,0.0,9.0
U,2018-03-22,400.0,100.0,50.0,200.0,111,128,,,1.0
U,2018-03-22,400.0,100.0,50.0,200.0,112,128,Width,0.0,11.0
U,2018-03-22,400.0,300.0,50.0,200.0,15,128,Width,0.0,9.0
U,2018-03-22,400.0,300.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-23,0.0,200.0,50.0,200.0,15,128,Width,0.0,9.0
U,2018-03-23,0.0,200.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-23,300.0,200.0,50.0,200.0,15,128,Width,0.0,9.0
U,2018-03-23,300.0,200.0,50.0,200.0,112,128,Width,0.0,9.0
U,2018-03-26,0.0,200.0,50.0,200.0,12,128,,,1.0
U,2018-03-26,0.0,200.0,50.0,200.0,15,128,Amp,0.0,16.0
U,2018-03-26,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-03-26,500.0,200.0,50.0,200.0,15,128,Amp,0.0,4.0
U,2018-03-27,0.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-03-27,0.0,200.0,50.0,200.0,112,128,Amp,0.0,11.0
U,2018-03-27,400.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-03-28,0.0,200.0,50.0,200.0,15,32,Amp,0.0,8.0
U,2018-03-28,0.0,200.0,50.0,200.0,15,64,Amp,0.0,8.0
U,2018-03-28,0.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-02,0.0,200.0,50.0,200.0,15,128,Amp,0.0,2.0
U,2018-04-04,0.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-04,500.0,200.0,50.0,200.0,15,128,Amp,0.0,9.0
U,2018-04-04,800.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-04,1100.0,200.0,50.0,200.0,15,128,Amp,0.0,9.0
U,2018-04-05,0.0,200.0,50.0,200.0,15,128,Amp,0.0,10.0
U,2018-04-05,500.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-05,800.0,200.0,50.0,200.0,15,128,Amp,0.0,9.0
U,2018-04-06,800.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-06,1000.0,200.0,50.0,200.0,15,128,Amp,0.0,16.0
U,2018-04-06,1300.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-11,800.0,200.0,50.0,200.0,15,0,,,1.0
U,2018-04-11,800.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-11,1100.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-12,1100.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-12,1400.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-12,1600.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-13,0.0,200.0,50.0,200.0,112,128,Amp,0.0,12.0
U,2018-04-13,800.0,200.0,50.0,200.0,112,128,Amp,0.0,7.0
U,2018-04-16,0.0,200.0,50.0,200.0,15,32,Amp,0.0,8.0
U,2018-04-16,0.0,200.0,50.0,200.0,15,64,Amp,0.0,8.0
U,2018-04-16,0.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-16,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
U,2018-04-17,0.0,200.0,50.0,200.0,15,16,Amp,0.0,8.0
U,2018-04-17,0.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2018-04-17,0.0,200.0,50.0,200.0,16,128,,,1.0
U,2018-04-17,0.0,200.0,50.0,200.0,112,128,Amp,0.0,8.0
