Monkey,Day,Amp2,Width2,Freq2,Dur2,Active_Channels,Return_Channels,Freq1,Dur1,Dimension,Fixed_Param_Value,Date,Threshold,width,lambda,gamma,beta,location_CI_95,width_CI_95,lambda_CI_95,gamma_CI_95,beta_CI_95,location_CI_5,width_CI_5,lambda_CI_5,gamma_CI_5,beta_CI_5,Experiment Type,Reference Amplitude (μA),Reference Pulse Width (μs),Reference Charge (nC),Amplitude (μA),Pulse Width (μs),Threshold_Charge_nC,Difference Threshold (nC),Weber_Fraction
Y,404,150,200,50,200,15,64,50,200,Amp,200,4/19/2017,163.9547751,21.81529908,7.83E-09,4.97E-11,9.34E-11,154.5407384,14.49377652,0.000781043,0.00190716,0.002578519,172.3309728,77.19170006,0.105318323,0.232853419,0.317156706,Discrimination,150,200,30,163.9547751,200,32.79095502,2.790955017,0.093031834
Y,404,180,200,50,200,15,64,50,200,Amp,200,4/19/2017,181.8598612,24.12755671,0.029985024,3.46E-10,7.11E-11,162.7098056,15.97839982,0.008774168,0.002542027,0.002423281,187.9166923,110.3803855,0.108659127,0.300589675,0.282007019,Discrimination,180,200,36,181.8598612,200,36.37197224,0.371972245,0.010332562
Y,404,200,200,50,200,15,64,50,200,Amp,200,4/19/2017,211.180266,80.9617752,1.22E-11,1.46E-05,8.38E-12,194.8047705,40.14163818,0.000857007,0.002968314,0.002915081,227.7914018,140.6267772,0.109303212,0.345800035,0.318253069,Discrimination,200,200,40,211.180266,200,42.23605321,2.236053205,0.05590133
Y,404,250,200,50,200,15,64,50,200,Amp,200,4/19/2017,265.9301853,69.3997873,1.50E-11,1.45E-11,1.46E-05,253.9777327,22.91539462,0.00114662,0.003322057,0.002360047,279.475432,118.1830666,0.118247323,0.313847244,0.266865526,Discrimination,250,200,50,265.9301853,200,53.18603705,3.18603705,0.063720741
Y,405,200,200,50,200,15,16,50,200,Amp,200,4/20/2017,209.7532752,197.3914014,5.29E-05,1.58E-11,6.24E-12,171.354166,71.13765159,0.002377906,0.00269159,0.002223036,237.888155,332.0257259,0.226748642,0.315784859,0.243625784,Discrimination,200,200,40,209.7532752,200,41.95065504,1.950655037,0.048766376
Y,405,250,200,50,200,15,16,50,200,Amp,200,4/20/2017,317.5891137,38.77462471,6.09E-13,0.23664591,3.75E-07,255.9537848,22.45646197,0.003215091,0.010090582,0.002600417,338.5480197,181.746818,0.373063454,0.392919137,0.30815198,Discrimination,250,200,50,317.5891137,200,63.51782274,13.51782274,0.270356455
Y,413,100,200,50,200,15,128,50,200,Amp,200,4/28/2017,116.5947886,19.17043917,1.54E-07,0.423347778,1.21E-12,2.746726891,16.47190576,0.001200685,0.008644302,0.005799173,126.8413493,343.8535243,0.206326912,0.484369571,0.472323358,Discrimination,100,200,20,116.5947886,200,23.31895772,3.318957724,0.165947886
Y,413,110,200,50,200,15,128,50,200,Amp,200,4/28/2017,124.8087227,15.7220485,0.019281391,0.492328007,2.22E-10,-25.80259949,22.58576311,0.001808835,0.004040566,0.19561004,128.1770283,426.4087736,0.178535386,0.476692499,0.556543868,Discrimination,110,200,22,124.8087227,200,24.96174453,2.961744532,0.134624751
Y,417,150,200,50,200,15,128,50,200,Amp,200,5/2/2017,148.8232222,73.12932283,1.55E-07,5.82E-05,5.17E-05,132.4949329,30.35758668,0.000720555,0.002590294,0.002395829,160.0245521,128.6299155,0.080487801,0.305937118,0.269295464,Discrimination,150,200,30,148.8232222,200,29.76464444,-0.235355558,-0.007845185
Y,417,200,200,50,200,15,128,50,200,Amp,200,5/2/2017,204.2646433,91.12738473,0.086256554,7.38E-13,4.95E-08,184.5451852,29.99367794,0.006044343,0.002906507,0.002216894,227.8003861,172.2258329,0.244303806,0.331035917,0.244989378,Discrimination,200,200,40,204.2646433,200,40.85292866,0.852928661,0.021323217
Y,424,300,200,50,200,15,128,50,200,Amp,200,5/9/2017,332.9217716,94.67928647,5.20E-08,0.359090891,6.65E-05,213.9161348,52.80190011,0.00135731,0.014557233,0.009597665,342.6611855,504.6337275,0.168520245,0.448517887,0.332113964,Discrimination,300,200,60,332.9217716,200,66.58435432,6.584354321,0.109739239
Y,425,200,200,50,200,15,128,50,200,Amp,200,5/10/2017,232.8244216,19.70746099,0.091299816,3.14E-11,2.82E-07,166.3203798,17.58813304,0.007083792,0.002491235,0.005618207,243.6156329,360.6706437,0.145160289,0.291523327,0.34887762,Discrimination,200,200,40,232.8244216,200,46.56488432,6.564884324,0.164122108
Y,430,130,200,50,200,15,64,50,200,Amp,200,5/15/2017,123.082493,93.93606501,1.79E-12,0.000289867,3.64E-11,84.38666991,41.45718783,0.000600632,0.003660763,0.002552202,140.9717378,201.7041093,0.07625268,0.347825005,0.288742709,Discrimination,130,200,26,123.082493,200,24.6164986,-1.383501398,-0.053211592
Y,431,150,200,50,200,15,64,50,200,Amp,200,5/16/2017,157.4372641,66.06830413,0.033925776,4.67E-07,1.89E-12,147.5664528,33.53834313,0.002276007,0.00234857,0.002058462,167.3313617,118.5449366,0.106379245,0.273907053,0.218175945,Discrimination,150,200,30,157.4372641,200,31.48745281,1.487452813,0.04958176
Y,460,200,200,50,200,15,32,50,200,Amp,200,6/14/2017,217.2436958,92.86685615,1.28E-12,2.04E-08,7.31E-11,197.9665979,44.29044167,0.001517459,0.002929007,0.002395505,235.5213211,158.5582898,0.172996007,0.329021639,0.269019525,Discrimination,200,200,40,217.2436958,200,43.44873915,3.448739153,0.086218479
Y,460,600,200,50,200,15,32,50,200,Amp,200,6/14/2017,639.7194518,151.5876868,2.51E-09,4.21E-09,2.51E-10,618.9744213,47.64445996,0.002244852,0.003365335,0.002052669,665.4505423,227.6156881,0.185748555,0.310040411,0.219614714,Discrimination,600,200,120,639.7194518,200,127.9438904,7.943890366,0.066199086
Y,461,200,200,50,200,15,16,50,200,Amp,200,6/15/2017,231.1204973,37.14559207,0.042919621,0.05111248,7.92E-13,223.0211239,16.71108835,0.006271137,0.004664912,0.002158853,238.8183298,81.64473341,0.16848187,0.200895906,0.242423535,Discrimination,200,200,40,231.1204973,200,46.22409946,6.22409946,0.155602486
Y,461,400,200,50,200,15,16,50,200,Amp,200,6/15/2017,449.74056,84.04291951,0.045637855,3.18E-12,5.58E-13,432.9840959,42.82864969,0.006912117,0.001568349,0.002305493,469.6493504,182.2296095,0.180015958,0.185886195,0.263057648,Discrimination,400,200,80,449.74056,200,89.948112,9.948112001,0.1243514
Y,462,200,200,50,200,15,32,50,200,Amp,200,6/16/2017,218.773839,59.78151813,0.072683092,7.34E-11,2.99E-11,209.6806463,23.29560604,0.00554313,0.002594502,0.002074709,231.9384722,124.75781,0.193793726,0.258033486,0.223034808,Discrimination,200,200,40,218.773839,200,43.75476779,3.754767794,0.093869195
Y,462,400,200,50,200,15,32,50,200,Amp,200,6/16/2017,427.4359193,107.4060056,5.51E-08,8.09E-07,8.10E-05,410.5108193,62.21064335,0.00061091,0.002253983,0.002289669,445.1654241,180.9371059,0.078008453,0.255952932,0.260716921,Discrimination,400,200,80,427.4359193,200,85.48718386,5.487183865,0.068589798
Y,465,200,200,50,200,15,32,50,200,Amp,200,6/19/2017,214.0098616,29.77442423,0.098770467,7.10E-07,6.65E-05,207.1975355,15.20407403,0.018208847,0.002530948,0.002747916,223.635121,100.6682716,0.191982016,0.222834698,0.31396289,Discrimination,200,200,40,214.0098616,200,42.80197231,2.801972311,0.070049308
Y,465,400,200,50,200,15,32,50,200,Amp,200,6/19/2017,428.5459586,70.05211343,0.05526903,3.90E-11,4.98E-09,413.6798538,35.51298169,0.014306639,0.002526532,0.002420536,446.3855373,167.4900283,0.152544526,0.244284898,0.274539332,Discrimination,400,200,80,428.5459586,200,85.70919173,5.709191727,0.071364897
Y,466,200,200,50,200,15,16,50,200,Amp,200,6/20/2017,218.8859332,35.52744546,0.040690212,0.026097095,1.54E-11,214.0673858,20.6403909,0.018255865,0.007960757,0.001961661,224.3137408,63.04802339,0.084916412,0.077310522,0.19818475,Discrimination,200,200,40,218.8859332,200,43.77718665,3.777186646,0.094429666
Y,467,200,200,50,200,15,32,50,200,Amp,200,6/21/2017,209.4460642,33.0636732,0.037336132,1.98E-06,1.19E-11,200.9665333,18.23986358,0.0112151,0.002393999,0.002703403,216.5823401,75.57790558,0.111990076,0.259920004,0.300819762,Discrimination,200,200,40,209.4460642,200,41.88921284,1.889212844,0.047230321
Y,467,400,200,50,200,15,32,50,200,Amp,200,6/21/2017,408.2023703,123.0250501,0.083462462,2.35E-13,5.41E-06,377.3250751,62.62035346,0.006213331,0.002615941,0.00187677,434.1651223,307.6814239,0.168065482,0.307154166,0.195152112,Discrimination,400,200,80,408.2023703,200,81.64047405,1.640474053,0.020505926
Y,468,200,200,50,200,15,16,50,200,Amp,200,6/22/2017,225.078903,59.94151475,2.27E-08,5.91E-06,7.33E-05,216.7991384,25.5623884,0.000793712,0.002773724,0.003211096,237.9930651,96.37827156,0.107976114,0.270829614,0.34474842,Discrimination,200,200,40,225.078903,200,45.0157806,5.0157806,0.125394515
Y,468,400,200,50,200,15,16,50,200,Amp,200,6/22/2017,417.2145963,59.83946174,0.075841473,5.86E-10,1.22E-12,396.5686719,29.47965647,0.012123783,0.002835164,0.002463387,435.244855,227.5341141,0.159698015,0.273350307,0.280229088,Discrimination,400,200,80,417.2145963,200,83.44291926,3.442919265,0.043036491
Y,469,200,200,50,200,15,32,50,200,Amp,200,6/23/2017,205.7720412,19.64391121,0.033739662,1.86E-11,3.57E-06,196.5558346,13.42481008,0.009337956,0.002265963,0.002899412,211.1828326,72.99969482,0.101443826,0.250847007,0.338391447,Discrimination,200,200,40,205.7720412,200,41.15440824,1.154408236,0.028860206
Y,469,400,200,50,200,15,32,50,200,Amp,200,6/23/2017,416.4569249,168.5576926,0.12984609,1.58E-13,3.58E-13,385.3448684,70.16493859,0.006559189,0.002608706,0.001947149,459.2936887,342.0831902,0.257178896,0.299100397,0.203331718,Discrimination,400,200,80,416.4569249,200,83.29138497,3.291384973,0.041142312
Y,472,200,200,50,200,15,16,50,200,Amp,200,6/26/2017,220.3862229,20.16946791,0.017173476,0.047787597,2.50E-11,214.6017623,13.92756759,0.004462,0.004394926,0.002294623,225.4943683,54.64686354,0.091328294,0.196320105,0.272897684,Discrimination,200,200,40,220.3862229,200,44.07724459,4.077244586,0.101931115
Y,472,400,200,50,200,15,16,50,200,Amp,200,6/26/2017,415.5960423,84.81245526,0.057173347,1.29E-11,1.76E-11,387.223918,44.32092987,0.009745286,0.002421051,0.002370285,435.3128398,248.6980616,0.146008987,0.279643859,0.265660762,Discrimination,400,200,80,415.5960423,200,83.11920846,3.11920846,0.038990106
Y,473,200,200,50,200,15,32,50,200,Amp,200,6/27/2017,209.0561705,30.95998374,0.034776877,1.28E-08,1.35E-10,203.1376361,17.39828332,0.008967575,0.002257409,0.002249357,215.6781681,72.24363641,0.094676143,0.237342447,0.253270283,Discrimination,200,200,40,209.0561705,200,41.81123411,1.811234109,0.045280853
Y,473,400,200,50,200,15,32,50,200,Amp,200,6/27/2017,423.590286,64.92466747,0.086266884,2.94E-12,6.18E-08,406.297936,38.13937806,0.003747692,0.002061154,0.002450488,448.7637308,235.5876756,0.170647609,0.235061694,0.272848332,Discrimination,400,200,80,423.590286,200,84.7180572,4.718057204,0.058975715
Y,474,200,200,50,200,15,16,50,200,Amp,200,6/28/2017,219.7539997,22.50414695,1.36E-10,0.042519852,0.000354091,213.8963116,15.07340144,0.000534525,0.004126414,0.002398144,224.6675176,49.43614235,0.069530906,0.197891721,0.286835814,Discrimination,200,200,40,219.7539997,200,43.95079993,3.95079993,0.098769998
Y,474,400,200,50,200,15,16,50,200,Amp,200,6/28/2017,430.7309574,81.67334803,0.052941257,5.15E-08,0.000166719,417.2340207,44.66064818,0.00445498,0.001983593,0.002373812,449.3672835,186.9646059,0.138656182,0.219795085,0.263462324,Discrimination,400,200,80,430.7309574,200,86.14619148,6.146191482,0.076827394
Y,474,600,200,50,200,15,16,50,200,Amp,200,6/28/2017,628.4018893,177.1094687,6.97E-13,4.45E-07,6.75E-12,574.1475817,65.52134163,0.000992409,0.003078069,0.002926057,673.1080672,407.6493129,0.126646764,0.332302801,0.345797372,Discrimination,600,200,120,628.4018893,200,125.6803779,5.680377851,0.047336482
Y,475,200,200,50,200,15,32,50,200,Amp,200,6/29/2017,219.356026,186.7871993,4.52E-14,2.52E-06,3.91E-07,179.3989364,87.99283927,0.000877358,0.002341146,0.005205233,241.0140517,323.2890823,0.113658393,0.280587557,0.393111843,Discrimination,200,200,40,219.356026,200,43.87120521,3.871205207,0.09678013
Y,475,400,200,50,200,15,32,50,200,Amp,200,6/29/2017,436.5087241,136.0471058,2.30E-05,1.15E-13,4.39E-12,417.9054491,46.49575067,0.001370827,0.002473459,0.00271778,454.4044784,203.2169306,0.125135353,0.245306907,0.286406476,Discrimination,400,200,80,436.5087241,200,87.30174483,7.301744826,0.09127181
Y,476,200,200,50,200,15,32,50,200,Amp,200,6/30/2017,210.6273415,59.46942318,0.059877728,5.59E-07,1.08E-13,197.8631277,20.1685046,0.006272122,0.002909434,0.002189685,223.7407877,134.2332156,0.164458066,0.308539981,0.239018484,Discrimination,200,200,40,210.6273415,200,42.12546829,2.125468292,0.053136707
Y,476,400,200,50,200,15,32,50,200,Amp,200,6/30/2017,473.7270692,71.89870681,2.83E-13,0.164737657,3.40E-12,442.6022175,38.74135995,0.000993576,0.009382113,0.002317361,488.223538,207.1429405,0.126372235,0.311071832,0.262467566,Discrimination,400,200,80,473.7270692,200,94.74541385,14.74541385,0.184317673
Y,476,600,200,50,200,15,32,50,200,Amp,200,6/30/2017,611.2494073,166.7017984,2.57E-09,3.85E-05,1.10E-11,558.8106162,82.07532406,0.000676762,0.002541151,0.00239412,641.1845114,361.9723825,0.085779844,0.301467263,0.27732515,Discrimination,600,200,120,611.2494073,200,122.2498815,2.249881451,0.018749012
Y,479,200,200,50,200,15,32,50,200,Amp,200,7/3/2017,207.0878367,95.33530526,6.70E-11,6.00E-10,3.31E-09,189.6064352,40.87405836,0.001633047,0.002810724,0.002230848,222.5206962,150.7072895,0.12904202,0.329658572,0.246748956,Discrimination,200,200,40,207.0878367,200,41.41756735,1.417567347,0.035439184
Y,480,200,200,50,200,15,16,50,200,Amp,200,7/4/2017,213.9628511,36.96718156,2.76E-10,6.92E-06,4.12E-09,203.4755994,17.34923663,0.000634062,0.002932625,0.002670785,223.6826147,86.08492881,0.087800039,0.283191357,0.324128583,Discrimination,200,200,40,213.9628511,200,42.79257022,2.792570215,0.069814255
Y,480,200,200,50,200,15,32,50,200,Amp,200,7/4/2017,203.42779,110.6232316,8.17E-07,1.96E-11,1.81E-12,182.3796721,30.15100352,0.002583909,0.002796012,0.002309979,220.9034383,166.6410719,0.195080353,0.324377808,0.257166659,Discrimination,200,200,40,203.42779,200,40.68555799,0.685557991,0.01713895
Y,480,400,200,50,200,15,16,50,200,Amp,200,7/4/2017,426.1964458,163.3671674,1.27E-12,2.14E-07,1.23E-12,395.401927,90.69589815,0.000991114,0.002650996,0.002373814,454.7993287,279.0120237,0.118644558,0.31221244,0.262774614,Discrimination,400,200,80,426.1964458,200,85.23928916,5.239289156,0.065491114
Y,480,600,200,50,200,15,16,50,200,Amp,200,7/4/2017,624.5143574,197.9276478,6.94E-07,4.93E-08,0.000108406,582.3401325,77.60895505,0.002960359,0.003091006,0.002274889,662.7781752,279.3533526,0.25557379,0.351705609,0.250846267,Discrimination,600,200,120,624.5143574,200,124.9028715,4.902871472,0.040857262
Y,481,200,200,50,200,15,32,50,200,Amp,200,7/5/2017,203.492015,26.6261659,0.039931238,8.96E-05,4.02E-12,185.8894906,16.34569239,0.009945462,0.002459579,0.002295333,210.5659255,115.7146499,0.123230979,0.289917809,0.264730015,Discrimination,200,200,40,203.492015,200,40.698403,0.698403002,0.017460075
Y,481,400,200,50,200,15,32,50,200,Amp,200,7/5/2017,427.7148217,203.1598062,1.31E-08,2.92E-11,1.23E-12,389.2080237,96.73851321,0.001820551,0.002643359,0.002119717,459.4408108,322.034971,0.179131946,0.307956849,0.228867798,Discrimination,400,200,80,427.7148217,200,85.54296434,5.54296434,0.069287054
Y,481,600,200,50,200,15,32,50,200,Amp,200,7/5/2017,599.3650595,204.0449644,0.000142578,1.96E-12,5.68E-13,570.6382873,65.12512686,0.002837412,0.002932905,0.002198919,626.9590407,268.9965778,0.174207625,0.33364869,0.235418512,Discrimination,600,200,120,599.3650595,200,119.8730119,-0.126988106,-0.001058234
Y,482,200,200,50,200,15,16,50,200,Amp,200,7/6/2017,231.0110247,39.37298251,2.61E-06,1.87E-12,7.45E-06,224.8353607,23.67311652,0.000915234,0.000908192,0.002487781,236.6007574,60.46279421,0.110487734,0.119144717,0.291992049,Discrimination,200,200,40,231.0110247,200,46.20220493,6.202204931,0.155055123
Y,482,400,200,50,200,15,16,50,200,Amp,200,7/6/2017,462.7561524,55.78066943,8.29E-12,0.115960796,7.54E-11,440.3746929,34.59945774,0.000747299,0.005937276,0.00255167,473.8383371,151.9611346,0.098268174,0.250049271,0.294927756,Discrimination,400,200,80,462.7561524,200,92.55123048,12.55123048,0.156890381
Y,482,600,200,50,200,15,16,50,200,Amp,200,7/6/2017,610.5022945,202.249707,0.033169701,8.74E-09,1.95E-14,581.3544828,79.6585022,0.004448831,0.00284039,0.001975166,640.6937961,275.7093812,0.218865655,0.324892031,0.204089754,Discrimination,600,200,120,610.5022945,200,122.1004589,2.100458893,0.017503824
Y,487,200,200,50,200,15,16,50,200,Amp,200,7/11/2017,223.4331294,18.29738544,0.041788227,6.54E-12,5.36E-06,218.7074563,12.87524845,0.012514559,0.000909463,0.0024612,229.3309488,44.63457948,0.14458883,0.12191517,0.296981704,Discrimination,200,200,40,223.4331294,200,44.68662589,4.68662589,0.117165647
Y,487,400,200,50,200,15,16,50,200,Amp,200,7/11/2017,471.4309232,40.30664529,0.040657321,0.318284048,3.54E-12,411.8730562,33.03589739,0.002606168,0.005827324,0.003082468,481.4145854,292.8731172,0.151319834,0.41222344,0.32176907,Discrimination,400,200,80,471.4309232,200,94.28618465,14.28618465,0.178577308
Y,488,200,200,50,200,15,32,50,200,Amp,200,7/12/2017,205.9150336,78.8560067,1.16E-05,2.88E-12,1.00E-06,188.8056053,20.82427098,0.001126131,0.002388241,0.003976188,216.9593327,136.2233063,0.125804633,0.284414373,0.369306505,Discrimination,200,200,40,205.9150336,200,41.18300672,1.183006725,0.029575168
Y,488,400,200,50,200,15,32,50,200,Amp,200,7/12/2017,430.056871,212.3585713,2.06E-07,2.34E-05,4.10E-12,392.5761353,98.28826947,0.001883715,0.002774769,0.003221976,463.4939127,323.5105606,0.178742861,0.318444283,0.315746563,Discrimination,400,200,80,430.056871,200,86.0113742,6.0113742,0.075142178
Y,493,200,200,50,200,15,32,50,200,Amp,200,7/17/2017,208.9605409,36.49600415,0.01750284,5.09E-07,5.97E-05,196.8437779,19.35388432,0.009452227,0.002508448,0.002475305,217.1854303,92.94396761,0.103003951,0.280550875,0.290881069,Discrimination,200,200,40,208.9605409,200,41.79210819,1.792108189,0.044802705
Y,493,400,200,50,200,15,32,50,200,Amp,200,7/17/2017,422.8788765,82.91414999,0.01661123,5.48E-12,1.23E-12,404.7638282,43.70702605,0.001655441,0.001942921,0.002823795,438.4065468,181.5046078,0.09848603,0.232390347,0.318865224,Discrimination,400,200,80,422.8788765,200,84.5757753,4.575775296,0.057197191
Y,493,600,200,50,200,15,32,50,200,Amp,200,7/17/2017,599.171339,146.2563654,0.026906292,9.61E-13,8.44E-13,568.8329369,59.89175106,0.003222019,0.002896511,0.00317074,626.9656093,256.0033734,0.165135194,0.334662985,0.347900919,Discrimination,600,200,120,599.171339,200,119.8342678,-0.165732203,-0.001381102
Y,494,200,200,50,200,15,16,50,200,Amp,200,7/18/2017,229.3429865,33.82782441,8.81E-10,0.058900412,2.18E-12,220.8700472,18.27600118,0.000784183,0.005133943,0.002267229,236.0960662,70.7567745,0.102885185,0.221666242,0.259787127,Discrimination,200,200,40,229.3429865,200,45.8685973,5.868597299,0.146714932
Y,494,400,200,50,200,15,16,50,200,Amp,200,7/18/2017,419.3944345,42.03656328,0.046147881,7.11E-07,3.05E-12,408.9960035,27.95064685,0.005293392,0.001939,0.002367434,434.356883,153.1176778,0.109177434,0.209268146,0.280780553,Discrimination,400,200,80,419.3944345,200,83.87888691,3.878886908,0.048486086
Y,494,600,200,50,200,15,16,50,200,Amp,200,7/18/2017,615.2249757,103.7624832,0.071570677,1.77E-10,2.45E-11,587.0717618,31.00513434,0.007904267,0.003265455,0.004134217,643.4088774,240.8851748,0.189201943,0.354416791,0.375055608,Discrimination,600,200,120,615.2249757,200,123.0449951,3.04499514,0.02537496
Y,495,200,200,50,200,15,32,50,200,Amp,200,7/19/2017,217.615636,57.66782991,0.026340144,1.00E-05,6.70E-13,208.0103693,22.95956401,0.00265439,0.002321101,0.00236203,227.6623246,106.7151222,0.149441848,0.236540116,0.264234785,Discrimination,200,200,40,217.615636,200,43.5231272,3.523127205,0.08807818
Y,495,400,200,50,200,15,32,50,200,Amp,200,7/19/2017,437.4351276,189.4754616,0.04231076,1.01E-13,1.73E-12,405.9871509,81.30720966,0.003665072,0.002741605,0.00296291,472.1816028,311.3128978,0.203677934,0.306144749,0.311761301,Discrimination,400,200,80,437.4351276,200,87.48702552,7.487025517,0.093587819
Y,496,200,200,50,200,15,16,50,200,Amp,200,7/20/2017,213.8259988,22.72514479,1.79E-11,2.73E-12,1.10E-06,207.351963,15.85533642,0.000575144,0.001663342,0.002657269,220.2153458,57.69091032,0.078303767,0.207959864,0.330219302,Discrimination,200,200,40,213.8259988,200,42.76519977,2.765199766,0.069129994
Y,496,400,200,50,200,15,16,50,200,Amp,200,7/20/2017,429.283913,144.787503,6.10E-10,1.44E-08,1.13E-10,412.0644084,63.96587,0.001148395,0.003068902,0.002107321,454.3833537,210.6667369,0.092200578,0.311922728,0.234216069,Discrimination,400,200,80,429.283913,200,85.8567826,5.856782598,0.073209782
Y,508,200,200,50,200,15,32,50,200,Amp,200,8/1/2017,224.8053038,25.26681491,5.39E-08,0.043966845,7.91E-05,217.7264774,16.36859133,0.000686966,0.005319664,0.002599814,231.2957958,62.3616525,0.093090588,0.216919717,0.314380947,Discrimination,200,200,40,224.8053038,200,44.96106076,4.961060756,0.124026519
Y,508,400,200,50,200,15,32,50,200,Amp,200,8/1/2017,421.3828528,120.3849003,3.82E-07,5.78E-10,8.46E-13,404.3143676,65.65791611,0.000477325,0.002739872,0.002964583,443.2549081,189.7572062,0.062168575,0.305473301,0.312755022,Discrimination,400,200,80,421.3828528,200,84.27657056,4.27657056,0.053457132
Y,509,200,200,50,200,15,16,50,200,Amp,200,8/2/2017,214.7322603,31.61246447,1.65E-12,4.25E-07,2.57E-12,208.3349035,15.50433917,0.000597366,0.003120622,0.002470921,223.320568,66.15929136,0.081438568,0.244561016,0.299761925,Discrimination,200,200,40,214.7322603,200,42.94645207,2.946452066,0.073661302
Y,509,400,200,50,200,15,16,50,200,Amp,200,8/2/2017,427.750314,116.6275205,4.51E-14,6.44E-13,5.89E-07,410.6852097,72.23700973,0.000506432,0.00232391,0.002975632,447.2565293,187.2094949,0.068393113,0.265644776,0.312464223,Discrimination,400,200,80,427.750314,200,85.5500628,5.550062804,0.069375785
Y,509,600,200,50,200,15,16,50,200,Amp,200,8/2/2017,616.3703162,181.7134685,1.59E-11,0.020474802,5.25E-11,595.4991094,101.9511256,0.001497444,0.002781116,0.002048421,636.3639781,246.8964256,0.140040588,0.152539904,0.219069637,Discrimination,600,200,120,616.3703162,200,123.2740632,3.27406325,0.02728386
Y,510,200,200,50,200,15,32,50,200,Amp,200,8/3/2017,211.1495043,63.6303327,1.27E-05,2.48E-10,2.79E-13,199.5558037,20.65144492,0.001314941,0.002854997,0.002295383,221.3968138,105.5333547,0.096067642,0.301406048,0.260468359,Discrimination,200,200,40,211.1495043,200,42.22990087,2.229900865,0.055747522
Y,510,400,200,50,200,15,32,50,200,Amp,200,8/3/2017,423.1749118,86.26778551,0.030195824,2.45E-05,1.47E-12,398.9288372,43.5380994,0.002043138,0.002555185,0.003644105,444.1388574,216.9635799,0.110619032,0.287533684,0.376201291,Discrimination,400,200,80,423.1749118,200,84.63498237,4.634982368,0.05793728
Y,511,200,200,50,200,15,16,50,200,Amp,200,8/4/2017,222.0964761,47.65652899,0.025143336,4.26E-13,1.65E-05,213.4333242,23.58379506,0.0024513,0.001906462,0.002307073,232.6236488,98.26391294,0.14955018,0.220764906,0.265478278,Discrimination,200,200,40,222.0964761,200,44.41929522,4.419295217,0.11048238
Y,511,600,200,50,200,15,16,50,200,Amp,200,8/4/2017,718.6818815,79.64176639,1.15E-14,0.335149999,1.88E-14,615.1110711,39.67932427,0.00377734,0.020456294,0.002466369,744.5456383,293.1149799,0.425154203,0.414067398,0.259154016,Discrimination,600,200,120,718.6818815,200,143.7363763,23.7363763,0.197803136
Y,514,400,200,50,200,15,32,50,200,Amp,200,8/7/2017,423.4225415,104.9242987,0.095638277,8.97E-11,2.38E-11,401.5339059,49.37807059,0.011598419,0.002386953,0.001929608,447.3522923,263.1813268,0.191867227,0.264978189,0.2051829,Discrimination,400,200,80,423.4225415,200,84.68450831,4.684508306,0.058556354
Y,514,600,200,50,200,15,32,50,200,Amp,200,8/7/2017,625.1109403,154.3585326,1.49E-08,5.99E-09,6.54E-14,584.7537871,63.10671892,0.002052265,0.002964477,0.002238929,660.7116555,265.8509275,0.221375829,0.33741539,0.24953632,Discrimination,600,200,120,625.1109403,200,125.0221881,5.022188062,0.041851567
Y,515,200,200,50,200,15,16,50,200,Amp,200,8/8/2017,209.560382,72.99340654,1.35E-12,8.34E-11,3.06E-07,192.2729401,29.71312563,0.000839791,0.00302455,0.003175969,225.0707605,134.164494,0.102290515,0.347132659,0.355712871,Discrimination,200,200,40,209.560382,200,41.91207641,1.912076406,0.04780191
