Monkey,Day,Amp2,Width2,Freq2,Dur2,Active_Channels,Return_Channels,Freq1,Dur1,Dimension,Fixed_Param_Value,Date,Threshold,width,lambda,gamma,beta,location_CI_95,width_CI_95,lambda_CI_95,gamma_CI_95,beta_CI_95,location_CI_5,width_CI_5,lambda_CI_5,gamma_CI_5,beta_CI_5,Experiment Type,Reference Amplitude (μA),Reference Pulse Width (μs),Reference Charge (nC),Amplitude (μA),Pulse Width (μs),Threshold_Charge_nC,Difference Threshold (nC),Weber_Fraction
U,691,400,50,50,200,15,240,50,200,Width,400,5/16/2018,86.74269206,235.5271057,5.97E-06,2.23E-13,0.213349203,32.00222321,55.19968569,0.000953297,0.001871045,0.046608678,117.7451893,477.9855793,0.104125334,0.238594051,0.456191778,Discrimination,400,50,20,400,86.74269206,34.69707682,14.69707682,0.734853841
U,691,400,150,50,200,15,240,50,200,Width,400,5/16/2018,241.93047,55.96978866,0.03935615,0.038463596,1.73E-12,218.4149331,38.48368105,0.002349589,0.006477062,0.002422719,273.4115112,248.58771,0.188127487,0.193838209,0.285792616,Discrimination,400,150,60,400,241.93047,96.77218801,36.77218801,0.6128698
U,691,400,250,50,200,15,240,50,200,Width,400,5/16/2018,311.9380271,193.9906901,1.36E-08,3.45E-08,9.41E-14,189.6092955,55.78131767,0.002314406,0.00225882,0.002532045,367.808104,560.085775,0.240698365,0.281331304,0.307260346,Discrimination,400,250,100,400,311.9380271,124.7752108,24.77521082,0.247752108
U,692,400,50,50,200,15,240,50,200,Width,400,5/17/2018,66.93810409,36.79129571,0.012159079,9.34E-10,0.000504524,10.94314151,39.50777564,0.002403182,0.001355591,0.00578306,87.37817781,334.8254585,0.060925683,0.202693455,0.590715858,Discrimination,400,50,20,400,66.93810409,26.77524164,6.775241638,0.338762082
U,692,400,150,50,200,15,240,50,200,Width,400,5/17/2018,219.3688525,157.1323048,3.96E-12,2.62E-14,3.48E-07,197.7205438,89.90874427,0.000830942,0.00210826,0.00242707,245.6895091,249.7520285,0.10883354,0.20884392,0.275585463,Discrimination,400,150,60,400,219.3688525,87.74754101,27.74754101,0.462459017
U,692,400,250,50,200,15,240,50,200,Width,400,5/17/2018,341.9268829,251.973383,5.77E-14,2.42E-06,1.12E-12,309.0565187,113.6658605,0.001642479,0.002959465,0.002366488,384.7010727,435.0368302,0.185960714,0.257150501,0.257537314,Discrimination,400,250,100,400,341.9268829,136.7707532,36.77075315,0.367707532
U,693,400,250,50,200,15,240,50,200,Width,400,5/18/2018,310.9819014,266.3871923,2.66E-12,1.29E-05,3.74E-07,281.4112718,148.5426034,0.001709566,0.002185004,0.002449294,342.8616024,368.4315346,0.146079264,0.24752679,0.243932126,Discrimination,400,250,100,400,310.9819014,124.3927606,24.39276057,0.243927606
U,693,600,50,50,200,15,240,50,200,Width,400,5/18/2018,99.48313008,181.1763347,2.65E-07,1.26E-07,8.89E-05,72.80230037,73.63771857,0.00123171,0.00166304,0.006988319,124.6237793,286.1752361,0.126284035,0.209142405,0.416609488,Discrimination,600,50,30,400,99.48313008,39.79325203,9.79325203,0.326441734
U,696,400,50,50,200,15,192,50,200,Width,400,5/21/2018,69.2983345,44.85091147,0.002823106,0.000966523,5.14E-12,49.38834941,38.2767045,0.006019546,0.001782345,0.004164657,87.53072138,160.9389107,0.02889918,0.201837384,0.473091387,Discrimination,400,50,20,400,69.2983345,27.7193338,7.719333802,0.38596669
U,697,400,50,50,200,15,48,50,200,Width,400,5/22/2018,62.3284622,10.6091321,0.027888265,7.50E-08,9.69E-14,40.00350747,16.21786515,0.009058916,0.001664025,0.003747532,80.44598077,181.6191829,0.069594473,0.220768331,0.377116258,Discrimination,400,50,20,400,62.3284622,24.93138488,4.93138488,0.246569244
U,698,400,50,50,200,15,192,50,200,Width,400,5/23/2018,62.29905443,29.79675874,0.059953622,2.04E-07,8.33E-05,47.54574255,25.77967382,0.010962339,0.001456284,0.003812507,79.27647985,191.5806598,0.132479287,0.201265888,0.421863973,Discrimination,400,50,20,400,62.29905443,24.91962177,4.919621773,0.245981089
U,698,400,50,50,200,15,240,50,200,Width,400,5/23/2018,66.41162649,38.90964653,0.009704738,1.16E-10,0.000782072,58.77318671,25.7972383,0.007390716,0.001346097,0.003379417,74.82798747,93.68004607,0.058645413,0.166820294,0.389154123,Discrimination,400,50,20,400,66.41162649,26.5646506,6.564650598,0.32823253
U,705,400,50,50,200,15,240,50,200,Width,400,5/30/2018,62.55520354,11.03903689,0.029365717,2.62E-12,2.32E-08,59.23249768,10.30263534,0.010566052,0.000829453,0.003520014,66.60590929,27.01515604,0.102719816,0.117358949,0.441352737,Discrimination,400,50,20,400,62.55520354,25.02208142,5.022081416,0.251104071
U,705,400,100,50,200,15,240,50,200,Width,400,5/30/2018,106.9563296,16.84126924,0.039878769,5.32E-08,4.32E-11,99.81028396,13.46409448,0.009973199,0.001569997,0.003554151,114.8395558,79.46278356,0.103913864,0.209609171,0.410450271,Discrimination,400,100,40,400,106.9563296,42.78253186,2.782531858,0.069563296
U,705,400,150,50,200,15,240,50,200,Width,400,5/30/2018,187.18285,74.54967451,7.34E-06,3.14E-08,1.16E-11,177.7866407,29.40049482,0.001707555,0.00235357,0.003123647,197.1821283,106.3647619,0.175665538,0.174291964,0.319945306,Discrimination,400,150,60,400,187.18285,74.87314,14.87314,0.247885667
U,706,400,100,50,200,15,240,50,200,Width,400,5/31/2018,110.7782682,45.67715308,1.83E-07,4.05E-12,8.09E-06,98.52435838,15.74440754,0.000865961,0.001700221,0.015036964,120.9748012,105.2193169,0.093594105,0.226468076,0.516646411,Discrimination,400,100,40,400,110.7782682,44.31130726,4.311307265,0.107782682
U,706,400,125,50,200,15,240,50,200,Width,400,5/31/2018,141.8718562,14.11842149,0.087963871,0.01794395,3.51E-10,138.3901358,13.4844567,0.002406163,0.002359684,0.042284456,157.0682684,89.66380204,0.151162016,0.180746699,0.528219277,Discrimination,400,125,50,400,141.8718562,56.74874247,6.748742467,0.134974849
U,706,400,150,50,200,15,240,50,200,Width,400,5/31/2018,188.1480782,9.93673187,0.099708712,9.06E-10,1.20E-08,181.0726236,8.740074791,0.005486746,0.001111651,0.002453172,210.8433022,112.0456217,0.288009035,0.148507452,0.292963103,Discrimination,400,150,60,400,188.1480782,75.25923128,15.25923128,0.254320521
U,711,400,50,50,200,15,64,50,200,Width,400,6/5/2018,64.54251833,15.48801871,0.110721768,2.81E-11,3.94E-06,60.60693293,13.80982333,0.013714282,0.001063472,0.004341276,77.44181609,97.05206456,0.197116152,0.149603333,0.434071471,Discrimination,400,50,20,400,64.54251833,25.81700733,5.817007333,0.290850367
U,711,400,100,50,200,15,64,50,200,Width,400,6/5/2018,102.3631281,81.99028862,6.68E-12,1.46E-08,9.13E-12,42.18766805,20.1272687,0.001729625,0.002292073,0.002653828,115.1938994,247.3467752,0.167596929,0.282780235,0.31911653,Discrimination,400,100,40,400,102.3631281,40.94525125,0.945251248,0.023631281
Y,385,150,200,50,200,15,128,10,200,Width,150,3/31/2017,394.4239172,246.0912098,0.23894375,5.57E-14,5.31E-06,260.8306679,189.0815496,0.017085747,0.003075844,0.001947848,572.9531741,1300.128154,0.297891817,0.349095675,0.198007322,Discrimination,150,200,30,150,394.4239172,59.16358758,29.16358758,0.972119586
Y,385,150,200,50,200,15,128,50,200,Width,150,3/31/2017,232.2241386,128.7627137,0.007519625,0.039808291,1.73E-12,213.9280193,59.81230017,0.005240116,0.007051377,0.002209666,249.3345944,211.5777805,0.049114601,0.133950604,0.246252283,Discrimination,150,200,30,150,232.2241386,34.83362079,4.833620795,0.161120693
Y,432,200,100,50,200,15,64,50,200,Width,200,5/17/2017,102.2890242,9.979732888,0.017132981,2.61E-05,1.14E-11,100.6460229,5.297015703,0.006643853,0.001569083,0.002642159,105.062483,19.5456657,0.047430391,0.239043529,0.293110473,Discrimination,200,100,20,200,102.2890242,20.45780485,0.457804846,0.022890242
Y,437,200,100,50,200,14,64,50,200,Width,200,5/22/2017,102.1419314,4.434978895,4.59E-06,0.111375128,1.01E-12,100.015926,2.803505509,0.000225545,0.004371224,0.003420857,103.6548048,13.47174897,0.030583768,0.29911865,0.419005425,Discrimination,200,100,20,200,102.1419314,20.42838629,0.428386289,0.021419314
Y,438,200,150,50,200,15,64,50,200,Width,200,5/23/2017,96.57302047,83.01995293,2.89E-07,2.48E-05,3.17E-05,67.12764789,17.95292619,0.002456795,0.002602015,0.002444204,117.4549768,163.6292984,0.227724455,0.311651929,0.288808276,Discrimination,200,150,30,200,96.57302047,19.31460409,-10.68539591,-0.356179864
Y,438,200,200,50,200,14,64,50,200,Width,200,5/23/2017,156.9911817,338.4796686,5.25E-06,1.26E-14,3.83E-11,78.00732709,95.99660445,0.002018239,0.003544324,0.013991831,244.453663,531.3939328,0.192560087,0.433134656,0.418562117,Discrimination,200,200,40,200,156.9911817,31.39823634,-8.601763659,-0.215044091
Y,438,200,200,50,200,15,64,50,200,Width,200,5/23/2017,104.6335869,202.356968,5.54E-12,2.76E-12,4.96E-12,64.08773377,15.85496291,0.001124314,0.003005067,0.003017141,160.4529231,368.1175044,0.120905508,0.351234149,0.369462433,Discrimination,200,200,40,200,104.6335869,20.92671738,-19.07328262,-0.476832065
Y,439,200,100,50,200,8,64,50,200,Width,200,5/24/2017,98.83056371,239.9103326,1.28E-14,6.26E-10,1.77E-06,75.82782615,139.2616525,0.001175992,0.002848218,0.005609988,128.8527237,324.2882045,0.119130107,0.324785095,0.262131627,Discrimination,200,100,20,200,98.83056371,19.76611274,-0.233887258,-0.011694363
Y,440,200,100,50,200,12,128,50,200,Width,200,5/25/2017,103.3022101,17.36030396,0.032282235,4.05E-10,0.000389547,85.18047919,14.02291371,0.001277944,0.002286959,0.002920336,111.870518,113.2768752,0.105391154,0.277615606,0.367879672,Discrimination,200,100,20,200,103.3022101,20.66044203,0.660442029,0.033022101
Y,440,200,150,50,200,12,128,50,200,Width,200,5/25/2017,184.9261604,5.994210976,0.166087311,0.145115647,5.23E-11,170.5810753,6.306830365,0.008193145,0.010321862,0.00415995,205.1480368,155.688465,0.306603099,0.292493737,0.413758721,Discrimination,200,150,30,200,184.9261604,36.98523208,6.985232079,0.232841069
Y,440,200,200,50,200,12,128,50,200,Width,200,5/25/2017,255.4192208,137.9853014,3.85E-07,6.78E-06,3.06E-13,226.4964404,36.35407581,0.003299563,0.003059758,0.00247447,279.4984298,251.4967186,0.211673577,0.239295077,0.292171315,Discrimination,200,200,40,200,255.4192208,51.08384417,11.08384417,0.277096104
Y,441,200,80,50,200,12,64,50,200,Width,200,5/26/2017,93.7662137,48.21363762,0.215493304,7.39E-07,1.20E-11,80.53362376,21.2800813,0.010538435,0.002588563,0.002269595,120.9881132,168.1443729,0.333041956,0.268272486,0.246568732,Discrimination,200,80,16,200,93.7662137,18.75324274,2.753242741,0.172077671
Y,441,200,200,50,200,12,64,50,200,Width,200,5/26/2017,251.3492846,329.7173185,3.95E-08,3.22E-06,9.33E-14,212.9835389,203.2984785,0.000604672,0.002625985,0.002145544,296.3251988,482.5251374,0.074175884,0.283903786,0.214232132,Discrimination,200,200,40,200,251.3492846,50.26985693,10.26985693,0.256746423
Y,441,200,300,50,200,12,64,50,200,Width,200,5/26/2017,346.2603174,258.2400197,6.13E-08,1.40E-13,1.67E-07,290.2305037,114.2207048,0.001522674,0.002521682,0.002503505,389.1992984,446.5822379,0.162097667,0.293042011,0.28255013,Discrimination,200,300,60,200,346.2603174,69.25206348,9.252063484,0.154201058
Y,445,200,100,50,200,15,32,50,200,Width,200,5/30/2017,122.2771805,1.99247422,4.97E-05,0.300861522,3.18E-10,101.615594,3.874002082,0.004033544,0.008991505,0.002394589,128.1898005,55.82441537,0.438998316,0.387384177,0.270268959,Discrimination,200,100,20,200,122.2771805,24.4554361,4.455436102,0.222771805
Y,445,200,100,50,200,15,64,50,200,Width,200,5/30/2017,103.3056097,26.10165657,2.89E-09,2.89E-10,9.92E-11,97.15513815,6.970907273,0.004459462,0.00296968,0.002246953,107.7147421,35.60141507,0.277266769,0.340715577,0.249164366,Discrimination,200,100,20,200,103.3056097,20.66112193,0.661121932,0.033056097
Y,445,200,200,50,200,15,64,50,200,Width,200,5/30/2017,204.0021015,285.8631347,0.114060108,4.13E-15,7.05E-06,164.8028731,92.25575918,0.007813145,0.003574302,0.001937345,279.0781424,373.4132032,0.313162274,0.389581577,0.201126937,Discrimination,200,200,40,200,204.0021015,40.80042031,0.800420308,0.020010508
Y,445,200,250,50,200,15,64,50,200,Width,200,5/30/2017,452.338307,231.5309834,4.21E-12,0.4070879,2.56E-13,204.2457656,101.8003506,0.004537238,0.009343927,0.002672729,494.1033813,567.0870399,0.405417893,0.474049495,0.276906892,Discrimination,200,250,50,200,452.338307,90.46766141,40.46766141,0.809353228
Y,446,200,100,50,200,15,32,50,200,Width,200,5/31/2017,106.3453181,47.71635388,9.86E-10,5.23E-08,2.37E-10,95.20722292,13.13197997,0.005274778,0.004310333,0.002824199,118.0504779,56.25011969,0.352487489,0.433635219,0.287324567,Discrimination,200,100,20,200,106.3453181,21.26906362,1.269063618,0.063453181
Y,446,200,100,50,200,15,64,50,200,Width,200,5/31/2017,100.6257886,10.97235452,0.12184642,5.05E-10,8.61E-11,93.94171846,6.237514306,0.013803303,0.002786762,0.002388222,105.1082389,49.60211263,0.238615203,0.323161534,0.270033017,Discrimination,200,100,20,200,100.6257886,20.12515772,0.125157716,0.006257886
Y,446,200,150,50,200,15,64,50,200,Width,200,5/31/2017,166.8836121,138.8724361,2.33E-05,4.41E-09,6.63E-13,137.1855314,29.11853693,0.006807051,0.002846242,0.002138406,185.7334529,177.7584155,0.301559926,0.324918655,0.229369352,Discrimination,200,150,30,200,166.8836121,33.37672243,3.376722427,0.112557414
Y,446,200,200,50,200,15,64,50,200,Width,200,5/31/2017,248.5450257,259.0463527,9.24E-07,3.37E-07,7.35E-05,188.2334181,92.54512215,0.002780584,0.003792262,0.002689973,312.2846142,359.9402061,0.28365361,0.383565262,0.308691531,Discrimination,200,200,40,200,248.5450257,49.70900515,9.709005146,0.242725129
Y,446,200,250,50,200,15,64,50,200,Width,200,5/31/2017,300.801315,396.0939128,9.40E-05,1.01E-13,4.26E-09,238.9916021,182.381052,0.003105952,0.00296797,0.00197585,358.8167591,522.9483496,0.220819668,0.332184217,0.205801853,Discrimination,200,250,50,200,300.801315,60.160263,10.160263,0.20320526
Y,447,200,100,50,200,15,32,50,200,Width,200,6/1/2017,127.568543,7.695326413,1.14E-10,0.31793988,2.48E-06,101.2995759,9.48121011,0.003691791,0.006795348,0.00284398,135.002773,74.50787707,0.421509467,0.397633256,0.312906887,Discrimination,200,100,20,200,127.568543,25.5137086,5.513708603,0.27568543
Y,447,200,150,50,200,15,32,50,200,Width,200,6/1/2017,144.8986573,77.22824494,0.271731384,3.08E-14,6.83E-12,128.5832979,24.85988965,0.008894765,0.003921059,0.002701,225.6640982,185.3149172,0.410190783,0.419608355,0.328180765,Discrimination,200,150,30,200,144.8986573,28.97973147,-1.020268535,-0.034008951
Y,447,200,150,50,200,15,64,50,200,Width,200,6/1/2017,201.3904025,146.0221268,3.68E-12,0.104310193,3.05E-12,160.3658515,49.33357993,0.003814518,0.007741648,0.002168406,230.5497757,186.0252656,0.380118137,0.37450973,0.230650932,Discrimination,200,150,30,200,201.3904025,40.27808049,10.27808049,0.342602683
Y,447,200,200,50,200,15,64,50,200,Width,200,6/1/2017,230.1396914,293.5063907,6.74E-08,5.42E-12,3.36E-11,166.8644838,66.78390054,0.005711117,0.003187616,0.002161294,280.1579993,366.1578187,0.311883103,0.365731163,0.232055824,Discrimination,200,200,40,200,230.1396914,46.02793827,6.027938274,0.150698457
Y,447,200,250,50,200,15,64,50,200,Width,200,6/1/2017,285.1871888,368.7013831,2.70E-14,7.21E-10,7.64E-06,214.8811578,133.2842375,0.003495604,0.002849337,0.002014396,340.5919543,515.8814419,0.219338549,0.327003376,0.214557749,Discrimination,200,250,50,200,285.1871888,57.03743775,7.037437751,0.140748755
Y,448,200,100,50,200,15,128,50,200,Width,200,6/2/2017,102.0179503,5.913353287,1.08E-07,5.97E-08,3.26E-05,97.06399008,5.075236231,0.00054251,0.001884721,0.003389684,104.3297295,28.5224498,0.075979109,0.242993615,0.461656313,Discrimination,200,100,20,200,102.0179503,20.40359006,0.403590064,0.020179503
Y,448,200,150,50,200,15,128,50,200,Width,200,6/2/2017,159.3476325,97.68126989,1.30E-06,3.05E-12,1.54E-06,136.0820082,21.34102787,0.001215342,0.00348346,0.004135408,186.4707016,165.6378013,0.15868915,0.412016994,0.429611595,Discrimination,200,150,30,200,159.3476325,31.86952651,1.86952651,0.06231755
Y,448,200,200,50,200,15,128,50,200,Width,200,6/2/2017,235.3149636,113.0776404,1.30E-05,3.23E-12,7.05E-10,212.8239619,44.22846584,0.001298179,0.002671221,0.003670359,255.164841,203.1836305,0.117943812,0.25619747,0.385652735,Discrimination,200,200,40,200,235.3149636,47.06299272,7.062992725,0.176574818
Y,448,200,250,50,200,15,128,50,200,Width,200,6/2/2017,301.8450942,259.2122009,3.76E-13,5.04E-14,1.21E-07,239.9177072,100.3470378,0.002078295,0.002752954,0.002282926,350.4507244,460.3476071,0.183257766,0.307288747,0.255736891,Discrimination,200,250,50,200,301.8450942,60.36901883,10.36901883,0.207380377
Y,451,200,100,50,200,15,128,50,200,Width,200,6/5/2017,101.8884235,6.337268222,6.28E-06,1.88E-06,0.000430532,97.02363212,5.026706921,0.000471365,0.001880977,0.003535893,104.036306,26.27302685,0.065269545,0.242708285,0.476641034,Discrimination,200,100,20,200,101.8884235,20.37768471,0.377684707,0.018884235
Y,451,200,150,50,200,15,128,50,200,Width,200,6/5/2017,187.3001673,18.55741614,3.54E-08,0.298819616,3.73E-12,157.7083127,14.39306333,0.000837668,0.006546295,0.00372861,192.3693156,130.7108384,0.117548989,0.409746192,0.391087115,Discrimination,200,150,30,200,187.3001673,37.46003345,7.460033453,0.248667782
Y,451,200,200,50,200,15,128,50,200,Width,200,6/5/2017,239.0217671,156.7099158,3.85E-12,4.20E-06,5.33E-12,213.7626646,74.24803538,0.001052017,0.002973684,0.002694823,269.5385781,259.4389709,0.126602035,0.313830839,0.295447267,Discrimination,200,200,40,200,239.0217671,47.80435343,7.804353427,0.195108836
Y,451,200,250,50,200,15,128,50,200,Width,200,6/5/2017,383.3410041,445.02835,1.27E-10,5.01E-06,2.21E-13,268.3567288,148.0706149,0.004305277,0.004385282,0.002138036,493.2190587,555.4066603,0.406655867,0.345099549,0.23156518,Discrimination,200,250,50,200,383.3410041,76.66820082,26.66820082,0.533364016
Y,452,200,100,50,200,15,16,50,200,Width,200,6/6/2017,113.7244877,5.530632457,1.09E-11,0.260922294,1.59E-07,105.4591106,4.640525127,0.003124586,0.011102721,0.002197419,117.7290671,36.63350403,0.364400063,0.352658777,0.239285164,Discrimination,200,100,20,200,113.7244877,22.74489753,2.74489753,0.137244877
Y,452,200,100,50,200,15,128,50,200,Width,200,6/6/2017,102.8517761,3.27305239,5.49E-06,0.085777012,0.00011125,100.9462338,2.542023967,0.000489105,0.004897709,0.003386722,103.8562572,11.65476541,0.068212341,0.260004217,0.431828749,Discrimination,200,100,20,200,102.8517761,20.57035523,0.570355228,0.028517761
Y,452,200,150,50,200,15,128,50,200,Width,200,6/6/2017,161.3909888,72.79576235,3.52E-05,5.24E-11,1.90E-10,141.544628,18.67803898,0.001759992,0.003148651,0.002726918,175.7996808,141.3923296,0.141732128,0.328331579,0.327609144,Discrimination,200,150,30,200,161.3909888,32.27819776,2.278197762,0.075939925
Y,452,200,250,50,200,15,128,50,200,Width,200,6/6/2017,277.8010056,147.3703323,7.40E-13,0.000105501,4.53E-14,232.7803778,79.99529109,0.000653265,0.002490551,0.00248131,307.7143992,327.4474029,0.08650184,0.292184274,0.289791294,Discrimination,200,250,50,200,277.8010056,55.56020112,5.560201124,0.111204022
Y,453,200,100,50,200,15,16,50,200,Width,200,6/7/2017,98.93239912,13.13359466,0.415306726,1.36E-11,1.87E-12,92.70155494,9.148235768,0.006975995,0.005933792,0.002407145,135.9921942,75.07247826,0.468090806,0.454588194,0.269165593,Discrimination,200,100,20,200,98.93239912,19.78647982,-0.213520176,-0.010676009
Y,453,200,100,50,200,15,128,50,200,Width,200,6/7/2017,132.7836413,7.754396119,4.32E-06,0.164443591,1.96E-11,122.2258619,6.965315457,0.003453197,0.009583153,0.002534359,139.0082299,70.79431519,0.379803527,0.246230955,0.282843237,Discrimination,200,100,20,200,132.7836413,26.55672827,6.556728266,0.327836413
Y,453,200,150,50,200,15,128,50,200,Width,200,6/7/2017,224.138023,74.33146518,9.44E-08,4.55E-14,7.16E-14,181.5155876,21.10135676,0.003106298,0.002176428,0.002586946,244.4530308,167.8586022,0.352232744,0.252033655,0.320884514,Discrimination,200,150,30,200,224.138023,44.8276046,14.8276046,0.494253487
Y,453,200,200,50,200,15,16,50,200,Width,200,6/7/2017,286.1192841,106.5955792,1.06E-12,0.048475323,8.83E-12,267.8465024,56.8509022,0.001370836,0.004289411,0.002092593,301.4236008,186.5481999,0.164763772,0.183157198,0.229222991,Discrimination,200,200,40,200,286.1192841,57.22385682,17.22385682,0.43059642
Y,453,200,250,50,200,15,16,50,200,Width,200,6/7/2017,348.4577889,230.0090823,5.46E-15,1.27E-08,3.56E-06,313.2875892,74.28303029,0.002744557,0.002809982,0.002115574,384.2580479,359.1440462,0.195630265,0.234144603,0.231316486,Discrimination,200,250,50,200,348.4577889,69.69155778,19.69155778,0.393831156
Y,454,200,100,50,200,15,32,50,200,Width,200,6/8/2017,114.7182908,59.37344167,3.42E-11,5.41E-12,4.77E-07,100.395651,14.38964373,0.003474278,0.005495517,0.002338191,131.5222653,74.012172,0.378339432,0.398797386,0.256824659,Discrimination,200,100,20,200,114.7182908,22.94365815,2.943658154,0.147182908
Y,454,200,100,50,200,15,64,50,200,Width,200,6/8/2017,101.1900779,7.759521267,0.118997815,1.96E-10,2.57E-09,92.43511247,5.962417869,0.01365372,0.002553277,0.002905454,105.1473686,63.545268,0.223733018,0.30212055,0.322844662,Discrimination,200,100,20,200,101.1900779,20.23801557,0.238015571,0.011900779
Y,454,200,150,50,200,15,64,50,200,Width,200,6/8/2017,165.7595424,66.1230043,0.147493957,2.93E-12,2.89E-05,146.320817,25.07827324,0.007905634,0.002889392,0.00326377,192.5758366,169.5375341,0.303495222,0.300097564,0.353727876,Discrimination,200,150,30,200,165.7595424,33.15190849,3.151908489,0.105063616
Y,454,200,200,50,200,15,64,50,200,Width,200,6/8/2017,277.4375533,284.1944986,8.67E-05,1.20E-10,3.96E-11,221.3821733,119.367473,0.003752403,0.003078069,0.002103345,328.0062491,362.3514205,0.356885064,0.298990451,0.220414723,Discrimination,200,200,40,200,277.4375533,55.48751066,15.48751066,0.387187766
Y,454,200,250,50,200,15,64,50,200,Width,200,6/8/2017,317.7912771,382.350064,0.00015559,3.96E-14,3.50E-10,232.235455,103.6191028,0.005553382,0.002798238,0.002124877,378.4490737,523.9959336,0.302156135,0.312763296,0.228721104,Discrimination,200,250,50,200,317.7912771,63.55825542,13.55825542,0.271165108
Y,455,200,100,50,200,15,32,50,200,Width,200,6/9/2017,127.9674562,7.972810969,1.72E-10,0.31535044,1.07E-11,99.76055173,9.410058664,0.003666629,0.009430242,0.002316684,135.9980692,74.26777252,0.418389525,0.415178893,0.258358757,Discrimination,200,100,20,200,127.9674562,25.59349123,5.593491233,0.279674562
Y,455,200,150,50,200,15,32,50,200,Width,200,6/9/2017,180.6102377,125.7878968,3.21E-12,1.09E-09,2.04E-07,149.9500461,29.89604763,0.005766115,0.002774658,0.002479424,201.0832684,173.9373434,0.327761253,0.297588885,0.280128099,Discrimination,200,150,30,200,180.6102377,36.12204755,6.12204755,0.204068252
Y,455,200,200,50,200,15,32,50,200,Width,200,6/9/2017,226.2954651,289.0347125,0.054761848,5.46E-13,1.03E-13,167.0835246,86.49669218,0.007801891,0.003465224,0.002229991,290.2892339,368.268148,0.331793023,0.377552734,0.241575661,Discrimination,200,200,40,200,226.2954651,45.25909303,5.259093026,0.131477326
Y,455,200,250,50,200,15,32,50,200,Width,200,6/9/2017,246.898347,352.9826411,1.46E-07,2.46E-13,1.65E-13,192.7920497,147.0108494,0.002121769,0.003023306,0.002137029,300.8658725,502.531672,0.157126072,0.343021308,0.230510726,Discrimination,200,250,50,200,246.898347,49.3796694,-0.620330598,-0.012406612
Y,459,200,100,50,200,15,64,50,200,Width,200,6/13/2017,104.8710964,59.78730913,2.55E-11,7.05E-11,1.51E-05,91.9737016,11.09558159,0.005290138,0.003392007,0.002516271,116.3828105,73.75186696,0.315519264,0.388805115,0.279977,Discrimination,200,100,20,200,104.8710964,20.97421929,0.974219286,0.048710964
Y,459,200,150,50,200,15,64,50,200,Width,200,6/13/2017,177.731388,144.4532361,3.01E-05,9.21E-07,1.48E-13,145.9969474,55.02195407,0.003910725,0.003950811,0.002016856,209.3989491,183.1871577,0.321906101,0.376648843,0.214631067,Discrimination,200,150,30,200,177.731388,35.54627759,5.546277592,0.18487592
Y,459,200,200,50,200,15,64,50,200,Width,200,6/13/2017,269.9680285,312.8385517,1.55E-07,1.23E-05,2.88E-08,176.207072,75.71843772,0.005990979,0.004327136,0.002212858,358.9618436,373.5056483,0.426295717,0.405200019,0.243683214,Discrimination,200,200,40,200,269.9680285,53.99360571,13.99360571,0.349840143
Y,459,200,250,50,200,15,64,50,200,Width,200,6/13/2017,241.9845344,322.8994421,0.132987836,2.55E-13,1.42E-12,186.6242704,110.6237642,0.010583133,0.003287168,0.002846839,341.2977733,542.2118764,0.287611709,0.367885293,0.312548555,Discrimination,200,250,50,200,241.9845344,48.39690689,-1.60309311,-0.032061862
